e, e_dot, e_int, stamp, 
-2.3561952729928075, 0.0, -0.2592010505871463, 1729809392707139490, 
-2.3561952729928075, 0.0, -0.2595280645728897, 1729809392756028799, 
-2.348955527509718, 0.002413248494363233, -0.2331219352608389, 1729809392806180919, 
-2.330610076329886, 0.00852839888764049, -0.2346539340553436, 1729809392856083621, 
-2.3090119254878516, 0.013314534007288733, -0.21873376657082202, 1729809392900077180, 
-2.2809141958584793, 0.016565293490468907, -0.20770689720627245, 1729809392946122987, 
-2.2420498905567596, 0.022320678310363995, -0.21874469125043852, 1729809392996130514, 
-2.1953946904871815, 0.02850650179043261, -0.22476441054166443, 1729809393046488754, 
-2.1428995246989944, 0.03305012195258842, -0.2180070042139307, 1729809393095520607, 
-2.072021016090781, 0.04112455813213348, -0.23443653153032282, 1729809393156204044, 
-2.004006128191974, 0.0462977988356735, -0.23002974961306957, 1729809393206486580, 
-1.8694301807652673, 0.0675302784418379, -0.289071851054663, 1729809393302065919, 
-1.735583968730877, 0.08947405315369898, -0.3543700073831311, 1729809393396022358, 
-1.5909361525068804, 0.09283134275279566, -0.3358908840376419, 1729809393496000155, 
-1.4388403242568109, 0.09891454815802203, -0.33375701221262705, 1729809393606136797, 
-1.3088605901510324, 0.09402518745194932, -0.2984105506872477, 1729809393702339528, 
-1.1850629878785213, 0.08459244545942986, -0.24949029195418987, 1729809393796453555, 
-1.0574863286790417, 0.08379142049066357, -0.22993049539419683, 1729809393896569849, 
-0.925957341860064, 0.08636854867281911, -0.22138745537449164, 1729809394006067243, 
-0.8145428948930888, 0.08098114459531762, -0.19266564196748856, 1729809394103145868, 
-0.7150789262582176, 0.07029280520061547, -0.1556086060424299, 1729809394196175477, 
-0.6121543052065419, 0.06746286322884898, -0.14473414276813587, 1729809394305875940, 
-0.5283155273418632, 0.06225446630545147, -0.1297714182931558, 1729809394405986323, 
-0.45127232075346324, 0.05362732815102622, -0.10513153430388278, 1729809394504020220, 
-0.38846396450493703, 0.04661718761230871, -0.08666549360992999, 1729809394596035032, 
-0.3300912014292594, 0.04039370644140128, -0.074271646403135, 1729809394694488423, 
-0.273535756753827, 0.038309402583703335, -0.06978255840749661, 1729809394807051654, 
-0.2304582383123961, 0.03321098770562111, -0.05826704322370824, 1729809394904060695, 
-0.195919847686584, 0.02587196968908101, -0.04409374829483392, 1729809394996048123, 
-0.16501220056424737, 0.021815345916049573, -0.0375077581696354, 1729809395094329756, 
-0.1348347826791918, 0.020361688335797396, -0.034695197908202954, 1729809395205996807, 
-0.11176754874685813, 0.01774821727246308, -0.02891052748710572, 1729809395305040447, 
-0.09152676167320317, 0.01443600700199621, -0.021531775154896165, 1729809395397034274, 
