x, y, theta, stamp, 
6.316191303312735e-08, -7.182594430332756e-08, 7.153065335647893e-07, 1729809392597131184, 
6.316191303312735e-08, -7.182594430332756e-08, 7.153065335647893e-07, 1729809392645881704, 
6.316191303312735e-08, -7.182594430332756e-08, 7.153065335647893e-07, 1729809392707139490, 
6.316191303312735e-08, -7.182594430332756e-08, 7.153065335647893e-07, 1729809392756028799, 
0.0011692940024659038, -0.00010634563659550622, -0.007876443611103075, 1729809392806180919, 
0.004115041345357895, -0.0003060210729017854, -0.027790739515156482, 1729809392856083621, 
0.007887668907642365, -0.0006538270972669125, -0.051437895733150746, 1729809392900077180, 
0.012976325117051601, -0.0013179598608985543, -0.08238589668324006, 1729809392946122987, 
0.019306667149066925, -0.0020061717368662357, -0.1247092358952386, 1729809392996130514, 
0.026906678453087807, -0.003171434160321951, -0.17566137720150085, 1729809393046488754, 
0.03631921112537384, -0.0050309100188314915, -0.23364875320224032, 1729809393095520607, 
0.049134835600852966, -0.00848461128771305, -0.3124018009974691, 1729809393156204044, 
0.06046440079808235, -0.012582020834088326, -0.387842492874399, 1729809393206486580, 
0.0834474116563797, -0.02317122370004654, -0.5384678687208211, 1729809393302065919, 
0.10411408543586731, -0.03705068305134773, -0.6887970720321154, 1729809393396022358, 
0.12335747480392456, -0.054696258157491684, -0.851118689766974, 1729809393496000155, 
0.14176253974437714, -0.07811052352190018, -1.023499332670543, 1729809393606136797, 
0.15448486804962158, -0.10116980969905853, -1.1712046870036408, 1729809393702339528, 
0.16361242532730103, -0.12528115510940552, -1.3119242108313653, 1729809393796453555, 
0.16959545016288757, -0.1529669463634491, -1.4573159610487072, 1729809393896569849, 
0.17158806324005127, -0.18527087569236755, -1.6079993683623683, 1729809394006067243, 
0.16932043433189392, -0.21432264149188995, -1.73542636714977, 1729809394103145868, 
0.1636580377817154, -0.24230176210403442, -1.8493411734216723, 1729809394196175477, 
0.15293514728546143, -0.2738490700721741, -1.9673746866997501, 1729809394305875940, 
0.1400759071111679, -0.30126720666885376, -2.063438868860833, 1729809394405986323, 
0.12494190782308578, -0.3268953561782837, -2.1511177963550563, 1729809394504020220, 
0.10890529304742813, -0.3498621881008148, -2.2228525939917096, 1729809394596035032, 
0.09021545946598053, -0.37285926938056946, -2.2894832479656033, 1729809394694488423, 
0.06707793474197388, -0.3978232443332672, -2.3542835889886544, 1729809394807051654, 
0.04587515816092491, -0.4186898171901703, -2.403839809687603, 1729809394904060695, 
0.02514772303402424, -0.4370328187942505, -2.443476942518872, 1729809394996048123, 
0.0021974206902086735, -0.45586517453193665, -2.479172386740211, 1729809395094329756, 
-0.0243252981454134, -0.4759969711303711, -2.513897944956441, 1729809395205996807, 
-0.04740167409181595, -0.4925314784049988, -2.5403451296640407, 1729809395305040447, 
-0.0685250461101532, -0.5067711472511292, -2.563086956985698, 1729809395397034274, 
-0.09163211286067963, -0.5213869214057922, -2.5846862407614646, 1729809395495493136, 
-0.1172914057970047, -0.5370229482650757, -2.6038322013579074, 1729809395608126914, 
-0.13923193514347076, -0.5496525168418884, -2.6159603737092887, 1729809395705074581, 
-0.159988671541214, -0.5613845586776733, -2.625970094697235, 1729809395798051928, 
-0.18132983148097992, -0.5731654763221741, -2.6355152438173444, 1729809395894836450, 
-0.20472487807273865, -0.5861579179763794, -2.644017913059247, 1729809396007011096, 
-0.22548802196979523, -0.5973912477493286, -2.6477863926658882, 1729809396106000707, 
-0.23352596163749695, -0.601630449295044, -2.649435226367736, 1729809396146080542, 
-0.26403573155403137, -0.6178573369979858, -2.6533448322970403, 1729809396295555019, 
-0.28491926193237305, -0.6289024949073792, -2.6564478589105365, 1729809396406092455, 
-0.30279338359832764, -0.6382594704627991, -2.660853156207361, 1729809396506089479, 
-0.3186444640159607, -0.6459780931472778, -2.66044395439714, 1729809396597323556, 
-0.3366667330265045, -0.6552674770355225, -2.6617770522867814, 1729809396696287078, 
-0.35594069957733154, -0.6651339530944824, -2.6632242095444836, 1729809396806013872, 
-0.37207967042922974, -0.6734209656715393, -2.6643726742966503, 1729809396906067143, 
-0.3870082497596741, -0.6811165809631348, -2.664145717160419, 1729809396996068571, 
