e, e_dot, e_int, stamp, 
1.4142120272654062, -2.0227003622400968e-05, 0.1284532641802325, 1731622404420967498, 
1.4142246987589688, 1.4858481889312714e-05, 0.21223991888160207, 1731622404510130959, 
1.4142242010247172, 4.057919770354227e-05, 0.2959071794421493, 1731622404630204473, 
1.4142242010247172, -1.6591141719738782e-06, 0.1698108893224471, 1731622404630204473, 
1.4142131358557908, -3.688389642153567e-05, 0.12764403903201157, 1731622404720461995, 
1.414206779571506, -5.8071510703842456e-05, 0.2971928575050972, 1731622404840351388, 
1.4142140758284674, 3.1332422552784087e-06, 0.30081667854742694, 1731622404933171844, 
1.4142150723280877, 2.764252193883839e-05, 0.244970283541726, 1731622405013571731, 
1.4141922185215552, -7.285768970725452e-05, 0.2651419830889293, 1731622405120656392, 
1.4142535037565693, 0.0001281047616052966, 0.2786848269321078, 1731622405210630728, 
1.4177479004510765, 0.011852273098404234, 0.25542552127386725, 1731622405301118385, 
1.4307992096603872, 0.05515235301272625, 0.29853739317631756, 1731622405420730205, 
1.4606943455763093, 0.1431548170841094, 0.30154196181380133, 1731622405511045328, 
1.4806372324942398, 0.16612674277950878, 0.3063600515319733, 1731622405630943531, 
1.4952613546195914, 0.11522336347760713, 0.3104469465433305, 1731622405720967864, 
1.503791071026884, 0.07717946177548063, 0.27187700929750563, 1731622405813016641, 
1.5076015033530066, 0.04113382911138386, 0.3158321765099172, 1731622405931211771, 
1.5108694144670853, 0.023594478134004355, 0.3139300819520862, 1731622406021273095, 
1.5099525796870024, 0.007836921113319276, 0.27190033583987583, 1731622406111340906, 
1.5079509889272953, -0.009728085132633494, 0.31731271799110927, 1731622406231470903, 
1.5097690071450425, -0.0006119084731996219, 0.3213293799965705, 1731622406324251209, 
1.5128220095572855, 0.01623673543330077, 0.2718261851298729, 1731622406411466708, 
1.516884162388425, 0.023717184144608588, 0.26821692766777416, 1731622406501507555, 
1.5216431337464102, 0.029403747297082432, 0.3188324232482459, 1731622406621623566, 
1.5231927369130078, 0.02102858174860926, 0.3199250172482492, 1731622406711905178, 
1.5234280088663903, 0.005949583733266817, 0.27943813719180266, 1731622406805131882, 
1.5234372207642473, 0.0008149461707980995, 0.2893210880741482, 1731622406901829085, 
1.523435528037938, 2.5063905158736095e-05, 0.28448897375883825, 1731622406991873842, 
1.5234375090894186, 9.610839043124504e-07, 0.32109191095490014, 1731622407112597212, 
1.5234097765517518, -8.583828728703224e-05, 0.32531381078785054, 1731622407205414551, 
1.5234366685909322, -2.801661621217496e-06, 0.28956865914189145, 1731622407302674237, 
1.5234326692366504, 7.630894966211461e-05, 0.33102246287690146, 1731622407422702678, 
1.5234367258901635, 1.9099743786554768e-07, 0.3204518450413852, 1731622407513022411, 
1.5234425530721165, 3.294611822024507e-05, 0.2785758435924364, 1731622407605562741, 
1.5234288786944448, -2.615731906259929e-05, 0.31971257846110135, 1731622407722885226, 
1.52344136123661, -3.972785021696031e-06, 0.31685197070403387, 1731622407813547611, 
1.5232111418602352, -0.0007257894473651957, 0.31974094833829764, 1731622407932777078, 
1.5200215256529745, -0.011399451945451519, 0.31864237621592034, 1731622408022874382, 
1.509990292861167, -0.04406949666356056, 0.27329031725702996, 1731622408112840949, 
1.4934154783048728, -0.08868682449367264, 0.2711662912083934, 1731622408202715644, 
1.4717403041578974, -0.12749996234423225, 0.31771884314182797, 1731622408325829869, 
1.461596930070114, -0.10606182744919608, 0.3248806225391322, 1731622408422886485, 
1.4375879939437057, -0.11384103404730543, 0.27135814177195483, 1731622408512077490, 
1.4257467560333048, -0.11950058012269708, 0.3015942408350145, 1731622408632088107, 
1.4146577267743674, -0.07643422389779442, 0.30420204014635055, 1731622408725403279, 
1.408979442979049, -0.05589104351418609, 0.2572266809480086, 1731622408813686206, 
1.4083368762939927, -0.021069501601248913, 0.251044809658331, 1731622408903366192, 
1.4086436247416483, -0.0011193941246689931, 0.2953013894967951, 1731622409023320036, 
1.4084154607517472, 0.00026194819251479373, 0.29582131636911624, 1731622409113397147, 
1.4038230833782657, -0.016068471211275377, 0.2561142675615385, 1731622409205353737, 
1.3924788299087745, -0.053122102809909, 0.2931100380353631, 1731622409322526569, 
1.378249204882742, -0.08524626165174576, 0.2891371458876611, 1731622409413139296, 
