imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
-0.002903461456298828, 0.0030502676963806152, -0.0024873301726599083, -1.6048995391930145e-14, -2.3643822934029556e-05, 6.787817450972154e-10, 9.457529173611818e-06, 0.0, -2.05564703037453e-08, 2.4176459945124407e-08, 1731622534.822393, 
-0.006449460983276367, 0.004681229591369629, -0.005419797445178757, 7.850843857120479e-12, -9.539826933347432e-05, -8.229545370133559e-08, 2.3203642241543673e-05, 4.149248119394673e-15, -2.05564703037453e-08, 2.4176459945124407e-08, 1731622534.852368, 
-0.00621873140335083, -0.017059504985809326, -0.006001393434401347, -2.0425690779993202e-10, -0.0001746250868695873, 1.1696882244214671e-06, 3.322968002791015e-05, -1.8630887049948674e-13, -2.05564703037453e-08, 2.4176459945124407e-08, 1731622534.8821912, 
-0.004463315010070801, -0.0012056231498718262, -0.004871188721815315, -9.280074628828592e-11, -0.0001984543747953157, 4.6761753871135316e-07, 3.6061900699681884e-05, -1.4437628119229073e-13, -2.05564703037453e-08, 2.4176459945124407e-08, 1731622534.9123108, 
0.0134660005569458, -0.0031740665435791016, 0.008554138319064247, -4.676314065027011e-11, -7.972427074633321e-05, 5.865609081462925e-07, 2.3769608597750445e-05, -1.6105172123093824e-12, -2.05564703037453e-08, 2.4176459945124407e-08, 1731622534.9423192, 
-0.022586166858673096, 0.009144484996795654, -0.014242532187437727, -1.1860133612500148e-11, 3.1506534616106206e-05, -3.764340876269275e-07, 1.2895349200137523e-05, -3.9164555089172755e-12, -2.05564703037453e-08, 2.4176459945124407e-08, 1731622535.062417, 
-0.02398592233657837, -0.00847172737121582, -0.021366067384181436, 1.2683110939567394e-10, -0.00042750132591088557, -2.9668003748393614e-07, 5.884363526655444e-05, 4.81101109990976e-12, -2.05564703037453e-08, 2.4176459945124407e-08, 1731622535.1523955, 
0.07916086912155151, 0.09917223453521729, 0.05224104324554493, 4.4665182328750907e-05, 0.0017916691232342718, 0.024929369909619557, 9.750879097144946e-05, -1.0506201686859035e-08, 0.00015615485608577728, -0.00016790293739177287, 1731622535.2760642, 
0.27692461013793945, 0.008054196834564209, 0.2168204189972146, 0.01579915155111996, 0.02494476693894198, 0.6333653703717494, 0.0007578589685733439, 1.5065907328647073e-06, 0.0022003366611897945, 0.00014500161341857165, 1731622535.3725224, 
-0.10765016078948975, 0.1266157031059265, -0.02045099176611634, 0.06818983866313491, 0.0727726644233326, 0.937025450469444, 0.004455123804458461, 9.474525182359543e-05, 0.01060206163674593, 0.00016735961253289133, 1731622535.4926949, 
0.16570895910263062, -0.14643245935440063, 0.1150209818555808, -0.024841863254379495, -0.025117595501343404, 0.9890223470256474, 0.008689901866560466, 0.0005923424666732786, 0.01582747884094715, 0.0012849391205236316, 1731622535.5828135, 
-0.4147549867630005, -0.35313159227371216, -0.2735741662355686, -0.12430410127910141, -0.11752553502774538, 1.0576773911282833, 0.004045440688945964, -0.0002783219165923452, 0.022207483649253845, 0.0035705207847058773, 1731622535.6757894, 
0.7037491202354431, 0.1925441026687622, 0.4436848080948794, 0.08793044398758197, 0.08979542024275902, 0.9792308310364254, -0.0028238730381389887, -0.002469631463669171, 0.029137397184967995, 0.007286211475729942, 1731622535.7921102, 
0.09572428464889526, -0.036741793155670166, 0.18830961862970697, 0.05779754230003964, 0.051730108083843485, 1.1172901901995282, 0.00422222113956177, 0.0005450460837415814, 0.03324677795171738, 0.010009589605033398, 1731622535.8846183, 
-0.14657258987426758, -0.26140373945236206, -0.05778334292746731, -0.07452348511615098, -0.050182650756299685, 1.4850448111650552, 0.0064689427982893115, 0.0018483347088210892, 0.04859288036823273, 0.023143820464611053, 1731622535.9720786, 
-0.08618158102035522, 0.601830244064331, -0.07567606071744777, 0.4151469687468388, 0.2806213656416146, 1.4793847496167798, 0.007701141924775209, 0.0025451983560891983, 0.059525877237319946, 0.03629438206553459, 1731622536.0922718, 
0.5278683304786682, 0.32681339979171753, 0.36551958737069673, 0.3087020238629272, 0.21497231917785375, 1.4360082500088198, 0.026961639548305456, 0.021495596863366793, 0.06703200191259384, 0.04956444352865219, 1731622536.183218, 
-0.683872640132904, -0.09999942779541016, -0.40429137943755317, 0.06856325159788629, 0.04836819059628231, 1.4175277336745407, 0.03840421722088387, 0.03666021667204939, 0.07393905520439148, 0.06709308177232742, 1731622536.273193, 
-0.2623941898345947, 0.18275028467178345, -0.2993373945588574, 0.192328124117614, 0.13227652031560624, 1.4539853608087598, 0.04155790543344738, 0.04231774561750125, 0.07885816693305969, 0.08821573853492737, 1731622536.3964956, 
-0.25645941495895386, 0.3027275800704956, -0.26712134918536234, 0.219803371156082, 0.19892635363915268, 1.104948475327707, 0.047048607113849894, 0.056402859049347075, 0.08054150640964508, 0.10101432353258133, 1731622536.4835637, 
