x, y, theta, stamp, 
-0.7924251556396484, -0.8774685263633728, -2.6144071777426947, 1729809280850775316, 
-0.7966487407684326, -0.8798677325248718, -2.614135028793265, 1729809280940406914, 
-0.8017044067382812, -0.8828443288803101, -2.6143107133077406, 1729809281057342264, 
-0.8055599331855774, -0.885060727596283, -2.6140795987369767, 1729809281149800217, 
-0.8098199963569641, -0.8874980211257935, -2.6141331131984344, 1729809281250736728, 
-0.8135772943496704, -0.8896568417549133, -2.6143017573778216, 1729809281340439419, 
-0.8176056742668152, -0.8920034170150757, -2.61398652118554, 1729809281439798581, 
-0.821986734867096, -0.8944845199584961, -2.614182898784801, 1729809281549802992, 
-0.8257403373718262, -0.8966915011405945, -2.61318880355673, 1729809281647743528, 
-0.8292434811592102, -0.8987375497817993, -2.6127716895380417, 1729809281739649887, 
-0.8336608409881592, -0.9011901021003723, -2.611985148091013, 1729809281858373012, 
-0.8372042179107666, -0.9033104777336121, -2.6109560118674326, 1729809281949766109, 
-0.8404712080955505, -0.9052207469940186, -2.612308891997634, 1729809282047806499, 
-0.8435132503509521, -0.9070615172386169, -2.61150007631973, 1729809282140338055, 
-0.8474894165992737, -0.9093390107154846, -2.61051938487371, 1729809282257947880, 
-0.8505379557609558, -0.9110941886901855, -2.610959566710691, 1729809282349815925, 
-0.8535944223403931, -0.9128744006156921, -2.6099147660678383, 1729809282448762426, 
-0.8566021919250488, -0.9146354794502258, -2.6098089809218763, 1729809282540832041, 
-0.8602330088615417, -0.9166815876960754, -2.6100774216548124, 1729809282659347488, 
-0.863004744052887, -0.9183779358863831, -2.609372668760459, 1729809282751865268, 
-0.8660622835159302, -0.9202098846435547, -2.6086931774983038, 1729809282848785953, 
-0.8685217499732971, -0.9215949773788452, -2.609277212326202, 1729809282939928137, 
-0.871207594871521, -0.9231175780296326, -2.6090903324852244, 1729809283040082188, 
-0.874103844165802, -0.9249376058578491, -2.60904174393279, 1729809283149809215, 
-0.8769327402114868, -0.9265369176864624, -2.6097271046482726, 1729809283250031712, 
-0.8797420263290405, -0.9281613230705261, -2.609769377779269, 1729809283360318946, 
-0.8822316527366638, -0.9297024607658386, -2.6095762731452017, 1729809283460086296, 
-0.8846760392189026, -0.9311173558235168, -2.6086459917785216, 1729809283550794540, 
-0.8870880603790283, -0.9324968457221985, -2.6090440280141163, 1729809283649986112, 
-0.889331042766571, -0.9338744878768921, -2.609519443543007, 1729809283740655282, 
-0.8924920558929443, -0.9357752799987793, -2.608207756180961, 1729809283859821267, 
-0.8949742317199707, -0.9372894763946533, -2.6076791188250596, 1729809283951127087, 
-0.8972941637039185, -0.9386077523231506, -2.60809719614766, 1729809284050297371, 
-0.8995384573936462, -0.939910352230072, -2.60809719614766, 1729809284140338580, 
-0.9025704264640808, -0.9416711926460266, -2.60809719614766, 1729809284259961147, 
-0.9050287008285522, -0.9432015419006348, -2.6087325386896425, 1729809284350816061, 
-0.9077462553977966, -0.9449071288108826, -2.6087325386896425, 1729809284449907819, 
-0.9102652072906494, -0.946386992931366, -2.6087325386896425, 1729809284560226145, 
-0.912992537021637, -0.9478922486305237, -2.6091544614806175, 1729809284660161253, 
-0.9151830077171326, -0.9493211507797241, -2.6091544614806175, 1729809284750340787, 
