e, e_dot, e_int, stamp, 
1.3991539752879123, -6.670703204629073e-08, 0.15409668809654095, 1729809271499813968, 
1.3994642570492604, 0.00010342725378268784, 0.13142264051941552, 1729809271548641998, 
1.4004019524312838, 0.00041599238112384934, 0.138301438419931, 1729809271598623761, 
1.4027813399341167, 0.0011056942949521087, 0.14150695479011896, 1729809271649654719, 
1.4060565744501852, 0.001884874006300441, 0.1362835076499382, 1729809271695755437, 
1.4088644041319969, 0.0020276880659600613, 0.12682965897932677, 1729809271739867102, 
1.4124983287926958, 0.0021472514475035323, 0.13167162503723323, 1729809271789196576, 
1.4178738852498127, 0.0030031603726052847, 0.16362311154500767, 1729809271855659019, 
1.421597590730667, 0.0030330873126570936, 0.15657504632734398, 1729809271899668936, 
1.4257005573584451, 0.002608890702877472, 0.13395423351608376, 1729809271949878595, 
1.4285966593254928, 0.0023330228649419324, 0.14103513942374724, 1729809271998620252, 
1.4316654169074015, 0.0019882865163187713, 0.14393268439029824, 1729809272050625636, 
1.433613526358127, 0.0016722890108780881, 0.20212167161942335, 1729809272139836503, 
1.4320438790908496, 0.0001261540611493898, 0.29384630064628564, 1729809272255762401, 
1.4270106713404078, -0.002200951672573096, 0.29879388446737515, 1729809272348653406, 
1.4185803139301074, -0.004487855053580736, 0.27786535644980515, 1729809272450635525, 
1.4078126131328217, -0.0063993527358620446, 0.2715002995421785, 1729809272540147319, 
1.3901733207185443, -0.009468997737187715, 0.2901549119394084, 1729809272657074766, 
1.3738246110745618, -0.01132933401941997, 0.2900172131610155, 1729809272748702245, 
1.3545699820252017, -0.011867779564447511, 0.26032015301627914, 1729809272846694186, 
1.3348891788133317, -0.012978477420410028, 0.25910726421331437, 1729809272940006086, 
1.3074442295561706, -0.015708584156343724, 0.2797782718413173, 1729809273056690459, 
1.2852074655237855, -0.016560571096515393, 0.27453090723476636, 1729809273149702878, 
1.260583285685782, -0.01562031462346288, 0.24529750915432405, 1729809273247670903, 
1.2377750348691163, -0.01581081021822306, 0.24050487778571653, 1729809273340399875, 
1.2085583018789399, -0.017341661268947355, 0.25952576505998337, 1729809273457704571, 
1.1854058048896734, -0.017456409993147643, 0.25336554772736225, 1729809273549692617, 
1.161531248961586, -0.015675684305784587, 0.22512627420321665, 1729809273647658081, 
1.1396253132420302, -0.015260163882547731, 0.22121155990248179, 1729809273740033305, 
1.1116196045517157, -0.01663721480329013, 0.23971623055711297, 1729809273858380571, 
1.0897583490617702, -0.016622321393420014, 0.23460055083433337, 1729809273950689086, 
1.067489542364249, -0.014710020729155579, 0.20739836175805865, 1729809274048720218, 
1.0463453458084646, -0.014471001084435184, 0.2029006925306926, 1729809274140695130, 
1.0201476883927865, -0.015780617990487505, 0.2196423221777527, 1729809274258972493, 
1.000268254926827, -0.015359030293879231, 0.2137494989361253, 1729809274349791449, 
0.9788411113472514, -0.013768859015178362, 0.1906560616271413, 1729809274449675782, 
0.9602928718757686, -0.0133251276836861, 0.1867403319677418, 1729809274540381559, 
0.9358766063542325, -0.014321501664339617, 0.2016551594266749, 1729809274660097782, 
0.9178668741197467, -0.01414199925200732, 0.1963427978880907, 1729809274749699535, 
0.8979846060254384, -0.012630666776264713, 0.17390851337610114, 1729809274849697017, 
0.8803194597111289, -0.012515804802872585, 0.1711449559884387, 1729809274940130661, 
0.8576196187457329, -0.013454995759901833, 0.18451409734065743, 1729809275059696379, 
0.8414260245752135, -0.012964478378638455, 0.18028432923356613, 1729809275149815202, 
0.8228194722491914, -0.011600048832180502, 0.15971365440050223, 1729809275249691062, 
0.8068319062632006, -0.011531372770670992, 0.15676751033079764, 1729809275340138067, 
0.7857788370624228, -0.01234687839558953, 0.16910449563768962, 1729809275459721343, 
0.7704020563779633, -0.012143283295079077, 0.16587257511868966, 1729809275550724199, 
0.753678995517866, -0.010699947181518935, 0.14643788093887436, 1729809275649911945, 
0.7390917706746148, -0.010436761901116162, 0.1429706366800098, 1729809275740242165, 
0.7203502351670272, -0.01110958678361292, 0.15477876978278274, 1729809275859722574, 
0.7063455306606871, -0.010915413337975929, 0.15198005569875708, 1729809275950761507, 
0.6908685783408407, -0.009827218942062177, 0.13420250941514328, 1729809276049850222, 
0.6774166067272569, -0.00964297464447672, 0.1310597845414439, 1729809276140279261, 
0.6597562106427984, -0.010370789232680755, 0.14210444282093498, 1729809276260059604, 
0.64688041267427, -0.010178731350995637, 0.13877604888890396, 1729809276350116447, 
0.6328021968412167, -0.008984671267193897, 0.12284937151711142, 1729809276450087828, 
0.6206128355923893, -0.008755859027293552, 0.1204174498588937, 1729809276540219702, 
0.6045790840772048, -0.009407704254670635, 0.129935885384805, 1729809276659888092, 
0.592741671557849, -0.009290388011513459, 0.12706117183926335, 1729809276749899262, 
0.5796815891522736, -0.008299164974977069, 0.11242101379659858, 1729809276849681337, 
0.568451403676876, -0.008096755960324331, 0.11045369438215602, 1729809276940240985, 
0.5534081228226992, -0.00875782210985813, 0.11913774524683245, 1729809277059733996, 
0.5425967245737409, -0.008618226367711701, 0.11621533036155336, 1729809277149706383, 
0.5305752349509472, -0.007610962623917361, 0.10298532766069765, 1729809277249676063, 
0.5201293877287094, -0.007489112281677146, 0.10173924100260615, 1729809277341269469, 
0.5066683135810152, -0.007968973789977333, 0.10911593470083426, 1729809277459868366, 
0.49683856300003515, -0.007763608242891425, 0.10588490309973489, 1729809277549754077, 
0.4862132403431199, -0.006818357745965083, 0.09425648672178097, 1729809277649682182, 
0.4766825359938051, -0.006718675668743346, 0.09318147737245046, 1729809277741257712, 
0.4642554346847261, -0.007319268552797946, 0.099934375906456, 1729809277859753214, 
0.45451334649749775, -0.007389729832102454, 0.09837980952492413, 1729809277952758769, 
0.44507547740982073, -0.006393319091635115, 0.08634769860768446, 1729809278049689194, 
0.43584556651491746, -0.006222593327526764, 0.08703246580657488, 1729809278148273726, 
0.4250222194479055, -0.006684419320638402, 0.09144843193565029, 1729809278259763631, 
0.41671520361000725, -0.006376787634970071, 0.08580751577391012, 1729809278349765566, 
0.4077233842963779, -0.005766278383842545, 0.07910238205389249, 1729809278449691274, 
0.39959279765479555, -0.005707468651737231, 0.07912070942525573, 1729809278543683901, 
0.38995631136912146, -0.005922357642418811, 0.08193196717103403, 1729809278654987815, 
