imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
0.02305048704147339, 0.008301258087158203, 0.020484275183654185, -4.515901189184457e-15, 0.0001135491972486374, -3.977043694369797e-11, -4.541967889945496e-05, 0.0, 4.111344509283299e-08, -4.83519499994145e-08, 1731623375.4817884, 
0.004578292369842529, -0.029290854930877686, 0.007274254027113477, -8.936204117976522e-10, 0.00032363162417304876, -2.7612271022062582e-06, -7.315706437901795e-05, -2.849905077049039e-13, 4.111344509283299e-08, -4.83519499994145e-08, 1731623375.6621335, 
0.013703763484954834, -0.008678853511810303, 0.012598073148728295, -5.496195020152484e-10, 0.00019624799891228186, -2.8006374845173075e-06, -6.188824195856038e-05, -1.5238489133842538e-12, 4.111344509283299e-08, -4.83519499994145e-08, 1731623375.7520154, 
-0.006601810455322266, 0.0032519102096557617, -0.0033105870546733356, 9.68730230595838e-12, 0.0002012959690671542, 4.812467110420182e-08, -6.234668209422029e-05, -1.7989290162559854e-12, 4.111344509283299e-08, -4.83519499994145e-08, 1731623375.8422334, 
-0.013874530792236328, 0.012642979621887207, -0.012061319552543165, -1.0315904988897674e-10, -4.873961591165479e-05, 2.116533911058355e-06, -3.730832243921422e-05, -1.5563049022312226e-11, 4.111344509283299e-08, -4.83519499994145e-08, 1731623375.9321852, 
-0.14248639345169067, 0.02206212282180786, -0.1201009025925236, 2.8614276171384714e-10, -0.0005422244366537689, -5.277201512342762e-07, 1.2125690623303937e-05, -4.1184294513089475e-11, 4.111344509283299e-08, -4.83519499994145e-08, 1731623376.0236716, 
0.5822136998176575, 0.334595263004303, 0.4617186159810519, 1.5062860182367384e-07, -0.0010015961093597214, -0.00015038856522711977, -1.5979400668761434e-05, 1.83876671449126e-12, -2.981576108140871e-05, 2.907306952693034e-05, 1731623376.1222038, 
-0.02373117208480835, -0.05712461471557617, 0.059517489489346986, 0.020880080058485243, 0.02422514473199044, 0.861917659914416, -0.0004022340295015027, -3.34110406740691e-07, 0.0008859438821673393, 0.0001602078991709277, 1731623376.2223132, 
0.13459283113479614, -0.18701374530792236, 0.12141655463669854, -0.07213345071161174, -0.06625031527136183, 1.0888016217908179, 3.5234563065989107e-06, 1.5056300961042654e-05, 0.0034574016463011503, 0.00020957608649041504, 1731623376.3433552, 
-0.02752852439880371, -0.2374982237815857, -0.002118610299935403, -0.10286273523506184, -0.10147970766980086, 1.01362861203504, -0.007180967240908731, -0.0007584419923579225, 0.007099810056388378, 0.00016332289669662714, 1731623376.4424706, 
0.3057987093925476, -0.009061992168426514, 0.2533053399389179, 0.005893763453871723, 0.005960302084105029, 0.988836366128027, -0.016028423565449028, -0.0027144335959396353, 0.01451116893440485, 0.001491850707679987, 1731623376.572587, 
0.0996401309967041, -0.17849963903427124, 0.12575969311260476, -0.049316972614051255, -0.045923361398142654, 1.0738972739056913, -0.016182284586729802, -0.0027577820765370777, 0.01950787752866745, 0.0038538507651537657, 1731623376.6636574, 
0.27923280000686646, 0.11641228199005127, 0.25322945293674826, 0.06465904884585955, 0.07024831287481823, 0.9204356118997663, -0.019346660488771445, -0.004169086512984724, 0.02450539357960224, 0.00670113880187273, 1731623376.7527628, 
-0.44868576526641846, 0.037707626819610596, -0.32836103516294557, 0.053290729779262754, 0.053242416322822395, 1.0009074241887788, -0.013525544007598377, -0.0008196404389640711, 0.02977808751165867, 0.010859822854399681, 1731623376.8427587, 
0.13974404335021973, -0.10570603609085083, 0.05928956581655204, -0.015748295114920412, -0.016055450011460963, 0.9808691194378675, -0.009592660806962878, 0.001968741443690314, 0.03439502790570259, 0.01515150722116232, 1731623376.935549, 
0.41927576065063477, 0.20314288139343262, 0.35792684880730313, 0.12747825077310437, 0.12291138233266025, 1.0371557812935817, -0.009726952889835268, 0.0018322983962085037, 0.037927091121673584, 0.01952064037322998, 1731623377.0159087, 
0.1708815097808838, 0.1275237798690796, 0.20288196796428493, 0.12753802076129794, 0.12767015217322794, 0.9989650563606229, -0.0015139963230935674, 0.01053629469881903, 0.044549133628606796, 0.029386011883616447, 1731623377.144001, 
-0.5099104642868042, -0.5277734398841858, -0.38860882442695044, -0.15938016372977465, -0.1678962371416689, 0.9492777589487696, 0.0042171208720055, 0.018075959020257364, 0.04950378090143204, 0.0385226272046566, 1731623377.2430155, 
0.38547974824905396, 0.6955316662788391, 0.2544218738956139, 0.3348678301782952, 0.3455541186671778, 0.969074920796487, -0.0013747235398253845, 0.008925383317776118, 0.05366029590368271, 0.04858831316232681, 1731623377.3731956, 
